COUNTY_NAME,textbox5,MUNICIPALITY_NAME,CENSUS_POPULATION,LAND_AREA,FEDERAL_EIN_CODE,HOME_RULE_CODE,HOME_RULE_NAME,HOME_RULE_YEAR,GOVERNMENTAL_FORM,EMPLOYEES_FULL_TIME,EMPLOYEES_PART_TIME,INCORPORATION_YEAR
CAMERON,120033,DRIFTWOOD BORO,38,2.50,256000330,,,,,0,3,1872
CAMERON,120063,EMPORIUM BORO,1923,0.70,256000350,,,,,9,3,1864
CAMERON,120095,GIBSON TWP,181,93.90,256001546,,,,,3,4,
CAMERON,120125,GROVE TWP,113,73.20,251387764,,,,,0,5,
CAMERON,120155,LUMBER TWP,182,54.90,256010946,,,,,2,2,
CAMERON,120185,PORTAGE TWP,166,14.40,251182693,,,,,0,4,1860
CAMERON,120215,SHIPPEN TWP,1944,156.60,256002998,,,,,8,4,
CARBON,130035,BANKS TWP,1164,11.60,246002497,,,,,0,5,1842
CARBON,130063,BEAVER MEADOWS BORO,897,0.30,231671437,,,,,1,12,
CARBON,130093,BOWMANSTOWN BORO,889,0.80,232093451,,,,,5,14,1808
CARBON,130001,CARBON COUNTY,64749,387.60,246000722,,,,,318,89,
CARBON,130125,EAST PENN TWP,2748,22.70,246001410,,,,,5,12,1768
CARBON,130153,EAST SIDE BORO,247,1.20,232131957,,,,,0,6,1892
CARBON,130185,FRANKLIN TWP,4356,15.20,246001425,,,,,12,2,1851
CARBON,130213,JIM THORPE BORO,4507,14.60,246000622,,,,,27,2,
CARBON,130245,KIDDER TWP,1791,69.10,231674500,,,,,16,0,1849
CARBON,130273,LANSFORD BORO,4141,1.50,246000609,,,,,8,7,1877
CARBON,130305,LAUSANNE TWP,228,6.00,232059706,,,,,0,11,1808
CARBON,130335,LEHIGH TWP,425,26.20,232284982,,,,,0,14,1875
CARBON,130363,LEHIGHTON BORO,5248,1.60,246000615,,,,,35,12,1866
CARBON,130395,LOWER TOWAMENSING TWP,3046,21.30,246001482,,,,,3,6,1841
CARBON,130425,MAHONING TWP,4261,23.70,246001487,,,,,15,6,1842
CARBON,130483,NESQUEHONING BORO,3336,21.20,246001490,,,,,9,17,
CARBON,130515,PACKER TWP,1029,27.90,236543460,,,,,0,24,1847
CARBON,130543,PALMERTON BORO,5593,2.50,246000646,,,,,23,29,1912
CARBON,130573,PARRYVILLE BORO,416,1.60,232460084,,,,,0,5,1875
CARBON,130605,PENN FOREST TWP,9926,73.80,240863312,,,,,11,8,1842
CARBON,130633,SUMMIT HILL BORO,3120,8.70,246000664,,,,,17,7,1880
CARBON,130665,TOWAMENSING TWP,4427,27.10,246002155,,,,,9,1,1768
CARBON,130693,WEATHERLY BORO,2541,3.00,231708421,Optional Plan,WEATHERLY BOROUGH,1976,,19,20,1863
CARBON,130723,WEISSPORT BORO,413,0.10,231933481,,,,,0,8,1867
CENTRE,140033,BELLEFONTE BORO,6105,1.90,246000566,,,,,43,16,1806
CENTRE,140065,BENNER TWP,8964,28.40,246001359,,,,,5,0,1853
CENTRE,140095,BOGGS TWP,2705,51.50,246002196,,,,,4,5,1814
CENTRE,140125,BURNSIDE TWP,411,89.60,251375484,,,,,0,5,1856
CENTRE,140001,CENTRE COUNTY,158172,1113.10,246000724,,,,,536,74,
CENTRE,140153,CENTRE HALL BORO,1268,0.60,246002490,,,,,3,2,1881
CENTRE,140185,COLLEGE TWP,10762,18.60,246002553,Optional Plan,TOWNSHIP OF COLLEGE,1976,,32,0,
CENTRE,140215,CURTIN TWP,494,43.30,251336991,,,,,0,6,1857
CENTRE,140245,FERGUSON TWP,19009,47.70,251197270,Home Rule,TOWNSHIP OF FERGUSON,1976,,65,9,1801
CENTRE,140275,GREGG TWP,2261,46.80,246001435,,,,,4,1,1826
CENTRE,140305,HAINES TWP,1649,57.40,246002280,,,,,2,8,1801
CENTRE,140335,HALFMOON TWP,2790,23.60,251391012,,,,,4,3,1801
CENTRE,140365,HARRIS TOWNSHIP,5913,31.20,251145801,,,,,8,1,1835
CENTRE,140393,HOWARD BORO,687,0.40,251210346,,,,,2,1,1864
CENTRE,140425,HOWARD TWP,875,18.00,251259685,,,,,3,2,1810
CENTRE,140455,HUSTON TWP,1317,25.60,251247194,,,,,0,6,1838
CENTRE,140485,LIBERTY TWP,1815,24.00,251225043,,,,,3,3,1845
CENTRE,140515,MARION TWP,1182,22.10,246001489,,,,,0,13,1840
CENTRE,140545,MILES TWP,1998,62.60,251314091,,,,,1,6,1797
CENTRE,140573,MILESBURG BORO,1093,0.50,240863347,,,,,3,3,1843
CENTRE,140603,MILLHEIM BORO,831,1.30,251245657,,,,,3,9,
CENTRE,140635,PATTON TWP,15650,24.50,251154733,,,,,44,9,1801
CENTRE,140665,PENN TWP,1203,28.40,246001516,,,,,3,3,1844
CENTRE,140693,PHILIPSBURG BORO,2789,0.90,246000648,,,,,8,2,1864
CENTRE,140723,PORT MATILDA BORO,578,0.60,246000651,,,,,1,5,1926
CENTRE,140755,POTTER TWP,3581,58.90,246001530,,,,,6,9,1774
CENTRE,140785,RUSH TWP,3668,148.10,246001543,,,,,6,0,1814
CENTRE,140813,SNOW SHOE BORO,670,0.60,251201136,,,,,2,1,
CENTRE,140845,SNOW SHOE TWP,1621,84.00,256001236,,,,,2,6,1840
CENTRE,140905,SPRING TWP,7979,27.10,246001562,,,,,19,0,
CENTRE,140933,STATE COLLEGE BORO,40501,4.60,246000660,Home Rule,BOROUGH OF STATE COLLEGE,1976,,166,23,1896
CENTRE,140965,TAYLOR TWP,848,30.80,251227567,,,,,0,18,1847
CENTRE,140995,UNION TWP,1367,46.70,251256721,,,,,0,10,1850
CENTRE,141023,UNIONVILLE BORO,267,0.20,251154812,,,,,0,5,1859
CENTRE,141055,WALKER TWP,4596,38.40,251242801,,,,,4,2,1810
CENTRE,141085,WORTH TWP,725,21.70,246002533,,,,,0,5,1848
CHESTER,150033,ATGLEN BORO,1313,0.90,231702322,,,,,3,8,1875
CHESTER,150063,AVONDALE BORO,1274,0.50,236002976,,,,,2,0,1894
CHESTER,150095,BIRMINGHAM TWP,4082,6.30,231715259,,,,,7,3,1686
CHESTER,150124,CALN TWP,14432,8.90,236005459,,,,,42,19,1686
CHESTER,150155,CHARLESTOWN TWP,6001,12.50,236654196,,,,,2,8,1737
CHESTER,150001,CHESTER COUNTY,534413,760.00,236003040,,,,,2378,346,
CHESTER,150182,COATESVILLE CITY,13350,1.80,236001903,Home Rule,CITY OF COATESVILLE,1980,Council/Manager,55,31,1914
CHESTER,150213,DOWNINGTOWN BORO,7892,2.20,236002855,,,,,43,4,1859
CHESTER,150245,EAST BRADFORD TWP,10339,14.90,236000304,,,,,15,1,1731
CHESTER,150275,EAST BRANDYWINE TWP,9738,11.20,231718552,,,,,28,0,1844
CHESTER,150305,EAST CALN TWP,5384,3.60,231664699,,,,,3,3,1844
CHESTER,150335,EAST COVENTRY TWP,7068,10.70,236000285,,,,,15,14,1844
CHESTER,150365,EAST FALLOWFIELD TWP,7626,15.50,236000309,,,,,12,23,1743
CHESTER,150395,EAST GOSHEN TWP,18410,10.10,236005479,,,,,26,3,1817
CHESTER,150425,EAST MARLBOROUGH TWP,7306,15.50,236000314,,,,,11,12,1729
CHESTER,150455,EAST NANTMEAL TWP,1832,16.20,232122670,,,,,1,8,1740
CHESTER,150485,EAST NOTTINGHAM TWP,8982,20.00,236000316,,,,,8,0,1718
CHESTER,150515,EAST PIKELAND TWP,8260,8.70,231702816,,,,,18,1,1838
CHESTER,150545,EAST VINCENT TWP,7433,13.40,231688906,,,,,16,10,1832
CHESTER,150575,EAST WHITELAND TWP,13917,10.90,236000322,,,,,65,18,1765
CHESTER,150605,EASTTOWN TWP,10984,8.20,236000320,,,,,39,31,1704
CHESTER,150635,ELK TWP,1698,10.10,232026457,Home Rule,ELK TOWNSHIP,1975,,0,5,1857
CHESTER,150663,ELVERSON BORO,1330,1.00,412224740,,,,,0,1,
CHESTER,150695,FRANKLIN TWP,4433,13.10,232173368,,,,,2,2,1852
CHESTER,150725,HIGHLAND TWP,1259,17.10,236000359,,,,,0,8,1853
CHESTER,150753,HONEY BROOK BORO,1892,0.50,232168069,,,,,1,9,1891
CHESTER,150785,HONEY BROOK TWP,8274,24.80,236000361,,,,,6,2,1789
CHESTER,150813,KENNETT SQUARE BORO,5936,1.10,236002878,,,,,34,4,1855
CHESTER,150845,KENNETT TWP,8289,15.30,236000377,,,,,23,1,1704
CHESTER,150875,LONDON BRITAIN TWP,3179,9.70,232049724,,,,,5,3,1725
CHESTER,150905,LONDON GROVE TWP,8797,17.20,236000388,,,,,21,21,1723
CHESTER,150935,LONDONDERRY TWP,2476,11.30,236000389,,,,,0,8,1734
CHESTER,150965,LOWER OXFORD TWP,5420,18.10,236000400,,,,,3,1,1797
CHESTER,150993,MALVERN BORO,3419,1.30,236002890,Home Rule,Malvern Borough Home Rule Charter,2009,Council/Manager,19,10,1873
CHESTER,151023,MODENA BORO,541,0.30,236002900,,,,,0,4,
CHESTER,151055,NEW GARDEN TWP,11363,16.10,236000439,,,,,18,12,1700
CHESTER,151085,NEW LONDON TWP,5810,11.70,236648223,,,,,0,5,1744
CHESTER,151115,NEWLIN TWP,1358,12.00,231601025,,,,,2,2,1724
CHESTER,151145,NORTH COVENTRY TWP,8441,13.20,236000449,,,,,22,8,1841
CHESTER,151173,OXFORD BORO,5736,2.00,236002919,,,,,23,11,1833
CHESTER,151203,PARKESBURG BORO,3862,1.30,236003002,,,,,17,8,1872
CHESTER,151235,PENN TWP,5644,9.60,236001516,,,,,0,12,1817
CHESTER,151265,PENNSBURY TWP,3876,9.90,236000466,,,,,5,2,1770
CHESTER,151293,PHOENIXVILLE BORO,18602,3.50,236003129,,,,,102,6,1849
CHESTER,151325,POCOPSON TWP,4455,8.20,231878172,,,,,5,1,1849
CHESTER,151355,SADSBURY TWP,4125,6.20,231643237,,,,,8,7,1717
CHESTER,151385,SCHUYLKILL TWP,8780,8.50,231602712,,,,,21,2,1826
CHESTER,151413,SOUTH COATESVILLE BORO,1601,1.70,236003095,,,,,5,12,1921
CHESTER,151445,SOUTH COVENTRY TWP,2796,7.50,232272860,,,,,4,8,1841
CHESTER,151473,SPRING CITY BORO,3494,0.80,236003096,,,,,6,11,1867
CHESTER,151505,THORNBURY TWP,3177,3.80,231706111,,,,,2,6,1687
CHESTER,151535,TREDYFFRIN TWP,31927,19.80,236000527,Home Rule,TOWNSHIP OF TREDYFFRIN,1976,,104,36,1706
CHESTER,151565,UPPER OXFORD TWP,2560,16.60,236000543,,,,,2,11,1797
CHESTER,151595,UPPER UWCHLAN TWP,12275,10.90,232407009,,,,,34,2,1858
CHESTER,151625,UWCHLAN TWP,19161,10.40,236050018,,,,,47,7,1712
CHESTER,151655,VALLEY TWP,7985,5.90,236000550,,,,,21,1,1852
CHESTER,151685,WALLACE TWP,3711,12.00,232087583,,,,,4,5,1852
CHESTER,151715,WARWICK TWP,2590,18.80,236000558,,,,,4,6,1842
CHESTER,151745,WEST BRADFORD TWP,14316,18.50,236000569,,,,,24,9,1731
CHESTER,151775,WEST BRANDYWINE TWP,7331,13.10,236000570,,,,,23,7,1844
CHESTER,151805,WEST CALN TWP,8910,21.60,236000572,,,,,15,4,1744
CHESTER,151833,WEST CHESTER BORO,18671,1.90,236002957,Home Rule,BOROUGH OF WEST CHESTER,1994,,126,1,1799
CHESTER,151865,WEST FALLOWFIELD TWP,2459,18.20,236000576,,,,,2,23,1743
CHESTER,151895,WEST GOSHEN TWP,23040,11.90,236000577,,,,,101,2,1817
CHESTER,151923,WEST GROVE BORO,2770,0.70,236003013,,,,,7,1,1894
CHESTER,151955,WEST MARLBOROUGH TWP,819,17.00,236000584,,,,,4,2,1729
CHESTER,151985,WEST NANTMEAL TWP,2251,13.30,231969898,,,,,0,8,1740
CHESTER,152015,WEST NOTTINGHAM TWP,2764,13.80,232087243,,,,,1,9,
CHESTER,152045,WEST PIKELAND TWP,4024,9.90,231711702,,,,,11,7,1765
CHESTER,152075,WEST SADSBURY TWP,2436,10.60,236000600,,,,,4,15,
CHESTER,152105,WEST VINCENT TWP,6668,17.70,231915133,,,,,16,10,
CHESTER,152135,WEST WHITELAND TWP,19632,12.80,231891407,,,,,60,3,
CHESTER,152165,WESTTOWN TWP,11154,8.70,231633788,,,,,17,7,1685
CHESTER,152195,WILLISTOWN TWP,11273,18.10,236000606,,,,,38,1,1704
CLARION,160035,ASHLAND TWP,1119,22.40,251113869,,,,,2,1,1856
CLARION,160065,BEAVER TWP,1833,33.40,251114189,,,,,2,6,1806
CLARION,160095,BRADY TWP,77,1.70,251520478,,,,,0,1,1806
CLARION,160123,CALLENSBURG BORO,150,0.10,251272402,,,,,0,1,
CLARION,160153,CLARION BORO,3931,1.60,256000308,,,,,17,10,1841
CLARION,160001,CLARION COUNTY,37241,609.50,256000899,,,,,215,33,
CLARION,160185,CLARION TWP,3645,31.30,256000907,,,,,4,3,1806
CLARION,160213,EAST BRADY BORO,818,0.80,256011234,,,,,4,3,1869
CLARION,160245,ELK TWP,1434,31.50,251100672,,,,,2,1,1806
CLARION,160275,FARMINGTON TWP,1781,62.30,256001309,,,,,4,3,1806
CLARION,160303,FOXBURG BORO,181,0.40,251622213,,,,,0,2,1930
CLARION,160333,HAWTHORN BORO,477,1.00,251288820,,,,,1,4,
CLARION,160365,HIGHLAND TWP,534,19.90,256001713,,,,,1,1,1848
CLARION,160393,KNOX BORO,1093,0.60,256000393,,,,,5,1,1877
CLARION,160425,KNOX TWP,996,16.00,256001930,,,,,1,9,1853
CLARION,160455,LICKING TWP,577,17.50,251377436,,,,,0,10,1804
CLARION,160485,LIMESTONE TWP,1871,37.80,256002001,,,,,3,5,1842
CLARION,160515,MADISON TWP,1157,26.70,251120629,,,,,0,6,1800
CLARION,160545,MILLCREEK TWP,365,28.90,251217755,,,,,0,5,1820
CLARION,160575,MONROE TWP,1487,29.50,251114966,,,,,4,9,1832
CLARION,160603,NEW BETHLEHEM BORO,978,0.50,256000418,,,,,2,3,1853
CLARION,160635,PAINT TWP,1645,20.30,256011472,,,,,2,8,
CLARION,160665,PERRY TWP,919,28.80,251285913,,,,,0,5,
CLARION,160695,PINEY TWP,399,17.80,251377444,,,,,0,11,
CLARION,160725,PORTER TWP,1289,43.90,256007661,,,,,3,1,1839
CLARION,160755,REDBANK TWP,1332,30.10,251329451,,,,,3,1,1806
CLARION,160785,RICHLAND TWP,469,15.10,256003833,,,,,0,10,
CLARION,160813,RIMERSBURG BORO,942,0.40,256003822,,,,,4,0,1853
CLARION,160845,SALEM TWP,896,16.00,232048883,,,,,0,11,1856
CLARION,160873,SHIPPENVILLE BORO,442,0.30,251306650,,,,,1,2,1889
CLARION,160903,SLIGO BORO,681,1.40,251272903,,,,,3,1,1878
CLARION,160933,ST PETERSBURG BORO,336,0.30,251241269,,,,,0,5,1872
CLARION,160963,STRATTANVILLE BORO,537,0.50,256154591,,,,,2,1,1850
CLARION,160995,TOBY TWP,982,29.00,251195880,,,,,1,7,
CLARION,161025,WASHINGTON TWP,1865,32.90,256012342,,,,,2,9,1843
CLEARFIELD,170035,BECCARIA TWP,1774,35.80,256000174,,,,,0,4,1807
CLEARFIELD,170065,BELL TWP,687,56.70,251235482,,,,,5,6,1835
CLEARFIELD,170095,BIGLER TWP,1238,24.30,256000228,,,,,3,7,1883
CLEARFIELD,170125,BLOOM TWP,382,18.80,251377400,,,,,0,9,1860
CLEARFIELD,170155,BOGGS TWP,1662,36.20,256006651,,,,,3,1,1838
CLEARFIELD,170185,BRADFORD TWP,2841,38.30,256000558,,,,,4,5,1807
CLEARFIELD,170215,BRADY TWP,1936,37.20,256012890,,,,,4,10,1826
CLEARFIELD,170243,BRISBIN BORO,422,0.70,251336330,,,,,0,3,1883
CLEARFIELD,170273,BURNSIDE BORO,188,1.70,251384152,,,,,3,0,1874
CLEARFIELD,170305,BURNSIDE TWP,1055,44.00,256007498,,,,,0,7,1835
CLEARFIELD,170335,CHEST TWP,511,35.80,256008984,,,,,0,6,1826
CLEARFIELD,170363,CHESTER HILL BORO,821,0.40,251198685,,,,,2,3,1883
CLEARFIELD,170393,CLEARFIELD BORO,5962,1.80,256000311,,,,,15,9,1840
CLEARFIELD,170001,CLEARFIELD COUNTY,80562,1153.80,256001024,,,,,224,32,
CLEARFIELD,170423,COALPORT BORO,425,0.40,256000931,,,,,0,3,1883
CLEARFIELD,170455,COOPER TWP,2594,40.90,256000993,,,,,4,0,1884
CLEARFIELD,170485,COVINGTON TWP,494,52.90,251149849,,,,,2,2,1817
CLEARFIELD,170513,CURWENSVILLE BORO,2567,2.20,256000322,,,,,7,2,1832
CLEARFIELD,170545,DECATUR TWP,4558,37.40,256001105,,,,,4,4,1828
CLEARFIELD,170572,DUBOIS CITY,7510,3.20,256000855,Optional Plan,CITY OF DUBOIS,1980,,53,5,
CLEARFIELD,170593,FALLS CREEK BORO,42,0.00,256000356,,,,,0,0,
CLEARFIELD,170605,FERGUSON TWP,544,26.10,251115411,,,,,0,9,1839
CLEARFIELD,170635,GIRARD TWP,568,63.20,251257192,,,,,10,0,1832
CLEARFIELD,170663,GLEN HOPE BORO,127,2.10,251562120,,,,,0,0,1878
CLEARFIELD,170695,GOSHEN TWP,390,48.60,251361773,,,,,0,8,1845
CLEARFIELD,170725,GRAHAM TWP,1331,29.70,251326197,,,,,0,10,1856
CLEARFIELD,170753,GRAMPIAN BORO,361,0.30,251239173,,,,,0,7,1885
CLEARFIELD,170785,GREENWOOD TWP,366,20.40,251116205,,,,,0,6,
CLEARFIELD,170815,GULICH TWP,1200,19.90,251313877,,,,,1,4,
CLEARFIELD,170843,HOUTZDALE BORO,764,0.40,256000385,,,,,0,4,1872
CLEARFIELD,170875,HUSTON TWP,1260,64.00,256001778,,,,,2,4,1839
CLEARFIELD,170903,IRVONA BORO,549,0.90,251231664,,,,,0,6,1890
CLEARFIELD,170935,JORDAN TWP,476,23.30,256001891,,,,,0,9,1835
CLEARFIELD,170965,KARTHAUS TWP,824,35.40,256001903,,,,,1,12,1841
CLEARFIELD,170995,KNOX TWP,597,25.80,251254031,,,,,0,5,1854
CLEARFIELD,171025,LAWRENCE TWP,7500,82.50,256001970,,,,,25,10,1813
CLEARFIELD,171083,MAHAFFEY BORO,329,0.40,251377441,,,,,0,5,1889
CLEARFIELD,171115,MORRIS TWP,2777,19.80,256002197,,,,,7,1,1835
CLEARFIELD,171143,NEW WASHINGTON BORO,50,2.30,251462930,,,,,0,0,1859
CLEARFIELD,171173,NEWBURG BORO,82,1.80,251591379,,,,,0,0,1885
CLEARFIELD,171203,OSCEOLA MILLS BOROUGH,1045,0.30,256000433,,,,,0,24,1864
CLEARFIELD,171235,PENN TWP,1200,24.10,251140075,,,,,1,2,1835
CLEARFIELD,171265,PIKE TWP,2298,41.80,256002467,,,,,3,4,1813
CLEARFIELD,171295,PINE TWP,60,31.90,232239326,,,,,0,7,1873
CLEARFIELD,171323,RAMEY BORO,436,0.90,251335048,,,,,0,3,1878
CLEARFIELD,171355,SANDY TWP,11848,52.00,256002921,,,,,37,1,1878
CLEARFIELD,171383,TROUTVILLE BORO,230,0.80,251368082,,,,,0,3,1890
CLEARFIELD,171415,UNION TWP,886,31.20,251114056,,,,,3,8,1848
CLEARFIELD,171443,WALLACETON BORO,297,0.80,251428104,,,,,0,8,1873
CLEARFIELD,171473,WESTOVER BORO,361,2.70,251682244,,,,,0,3,1895
CLEARFIELD,171505,WOODWARD TWP,4137,22.60,256003562,,,,,3,1,1848
CLINTON,180035,ALLISON TWP,229,1.50,232710755,,,,,0,6,1878
CLINTON,180063,AVIS BORO,1473,0.50,240859779,,,,,2,3,
CLINTON,180095,BALD EAGLE TWP,2044,41.60,231736678,,,,,3,2,
CLINTON,180123,BEECH CREEK BORO,736,0.50,251186592,,,,,3,0,
CLINTON,180155,BEECH CREEK TWP,972,94.30,246000791,,,,,2,4,1850
CLINTON,180185,CASTANEA TWP,1107,5.50,231857449,,,,,1,16,1877
CLINTON,180215,CHAPMAN TWP,893,100.10,246001379,,,,,2,14,
CLINTON,180001,CLINTON COUNTY,37450,897.10,246000726,,,,,255,76,
CLINTON,180245,COLEBROOK TWP,196,18.10,251899781,,,,,0,5,
CLINTON,180275,CRAWFORD TWP,973,22.10,231891876,,,,,1,8,1841
CLINTON,180305,DUNNSTABLE TWP,1005,9.40,251308903,,,,,0,15,
CLINTON,180335,EAST KEATING TWP,7,50.70,232131942,,,,,1,4,1875
CLINTON,180363,FLEMINGTON BORO,1271,0.50,246001960,,,,,3,0,
CLINTON,180395,GALLAGHER TWP,391,53.70,231932439,,,,,0,10,1849
CLINTON,180425,GREENE TWP,1763,46.80,246002202,,,,,1,4,1840
CLINTON,180455,GRUGAN TWP,49,68.30,232579041,,,,,0,8,1851
CLINTON,180485,LAMAR TWP,2623,40.90,246001462,,,,,3,15,1817
CLINTON,180515,LEIDY TWP,155,96.50,246001468,,,,,0,8,1847
CLINTON,180542,LOCK HAVEN CITY,8108,2.50,246000696,Opional 3rd Class City Charter,CITY OF LOCK HAVEN,1972,,57,11,1870
CLINTON,180575,LOGAN TWP,878,24.20,232032080,,,,,0,11,
CLINTON,180603,LOGANTON BORO,469,1.10,251127778,,,,,0,18,
CLINTON,180633,MILL HALL BORO,1479,0.90,246000626,,,,,3,13,1849
CLINTON,180665,NOYES TWP,334,88.80,251154150,,,,,0,9,1875
CLINTON,180695,PINE CREEK TWP,3416,14.40,246001520,,,,,7,5,
CLINTON,180725,PORTER TWP,1487,25.60,231858665,,,,,1,12,
CLINTON,180753,RENOVO BORO,1061,1.10,246000653,,,,,10,5,
CLINTON,180783,SOUTH RENOVO BORO,411,0.20,246002346,,,,,1,10,
CLINTON,180815,WAYNE TWP,1451,22.30,251147199,,,,,2,3,
CLINTON,180845,WEST KEATING TWP,16,38.10,251329248,,,,,1,5,1875
CLINTON,180875,WOODWARD TWP,2453,17.80,246002556,,,,,10,2,1841
COLUMBIA,190035,BEAVER TWP,876,35.40,232017096,,,,,0,7,1845
COLUMBIA,190063,BENTON BORO,823,0.60,246000567,,,,,2,7,1894
COLUMBIA,190095,BENTON TWP,1323,19.70,231984612,,,,,3,2,1850
COLUMBIA,190123,BERWICK BORO,10327,3.10,246000568,,,,,34,2,1818
COLUMBIA,190153,BLOOMSBURG TOWN,12711,4.40,246000690,,,,,47,2,1870
COLUMBIA,190183,BRIAR CREEK BORO,597,1.70,231974966,,,,,0,9,
COLUMBIA,190215,BRIAR CREEK TWP,2982,21.00,246001366,,,,,6,4,1797
COLUMBIA,190243,CATAWISSA BORO,1536,0.50,246000573,,,,,8,4,1892
COLUMBIA,190275,CATAWISSA TWP,902,12.40,231937501,,,,,0,9,1785
COLUMBIA,190303,CENTRALIA BORO,5,0.20,231882786,,,,,0,0,1866
COLUMBIA,190335,CLEVELAND TWP,1120,23.20,246001385,,,,,0,8,1893
COLUMBIA,190001,COLUMBIA COUNTY,64727,490.20,246000727,,,,,270,37,
COLUMBIA,190365,CONYNGHAM TWP,689,20.20,231941960,,,,,1,5,1856
COLUMBIA,190395,FISHING CREEK TWP,1523,28.40,231995524,,,,,3,5,1789
COLUMBIA,190425,FRANKLIN TWP,550,13.10,231954050,,,,,0,5,1843
COLUMBIA,190455,GREENWOOD TWP,1881,28.30,232318235,,,,,2,3,1799
COLUMBIA,190485,HEMLOCK TWP,2214,17.60,246001446,,,,,13,12,1801
COLUMBIA,190515,JACKSON TWP,622,18.40,232011555,,,,,3,1,1838
COLUMBIA,190545,LOCUST TWP,1458,17.80,246001477,,,,,5,15,1853
COLUMBIA,190575,MADISON TWP,1564,35.20,246001485,,,,,1,12,1817
COLUMBIA,190605,MAIN TWP,1271,16.20,231904810,,,,,0,22,1844
COLUMBIA,190635,MIFFLIN TWP,2269,19.20,232058956,,,,,1,7,1799
COLUMBIA,190663,MILLVILLE BORO,976,1.00,246002559,,,,,3,5,1892
COLUMBIA,190695,MONTOUR TWP,1263,9.20,232126290,,,,,5,7,1837
COLUMBIA,190725,MT PLEASANT TWP,1498,16.80,246001497,,,,,0,7,1818
COLUMBIA,190755,NORTH CENTRE TWP,2036,15.00,231888157,,,,,2,6,
COLUMBIA,190785,ORANGE TWP,1161,12.90,231918515,,,,,1,4,1839
COLUMBIA,190813,ORANGEVILLE BORO,479,0.50,246025577,,,,,0,3,
COLUMBIA,190845,PINE TWP,1011,26.40,246001521,,,,,0,7,1853
COLUMBIA,190875,ROARING CREEK TWP,556,23.50,232018631,,,,,0,5,1832
COLUMBIA,190905,SCOTT TWP,5514,7.00,240865629,,,,,15,3,1853
COLUMBIA,190935,SOUTH CENTRE TWP,1904,5.40,231693899,,,,,6,8,
COLUMBIA,190963,STILLWATER BORO,199,3.10,232849446,,,,,0,5,1899
COLUMBIA,190995,SUGARLOAF TWP,887,26.10,231932838,,,,,2,2,1812
CRAWFORD,200035,ATHENS TWP,636,28.30,251191168,,,,,2,4,1829
CRAWFORD,200065,BEAVER TWP,788,36.70,256012455,,,,,2,9,1800
CRAWFORD,200095,BLOOMFIELD TWP,1862,37.90,256011454,,,,,3,6,1811
CRAWFORD,200123,BLOOMING VALLEY BORO,344,1.90,256161274,,,,,0,1,1867
CRAWFORD,200153,CAMBRIDGE SPRINGS BORO,2590,0.90,256000297,Home Rule,BOROUGH OF CAMBRIDGE SPRINGS,1976,,11,9,1866
CRAWFORD,200185,CAMBRIDGE TWP,1439,21.50,251339040,,,,,2,11,1852
CRAWFORD,200213,CENTERVILLE BORO,178,1.80,256050391,,,,,0,16,1865
CRAWFORD,200243,COCHRANTON BORO,1118,1.20,256000313,,,,,5,2,1855
CRAWFORD,200273,CONNEAUT LAKE BORO,624,0.40,256011455,,,,,1,3,1858
CRAWFORD,200305,CONNEAUT TWP,1332,40.90,256087334,,,,,2,12,1800
CRAWFORD,200333,CONNEAUTVILLE BORO,739,1.00,256000317,,,,,1,5,1843
CRAWFORD,200001,CRAWFORD COUNTY,83938,1037.60,256001059,,,,,525,174,
CRAWFORD,200365,CUSSEWAGO TWP,1429,40.80,256001088,,,,,1,20,1800
CRAWFORD,200395,EAST FAIRFIELD TWP,837,12.80,232875652,,,,,0,11,1867
CRAWFORD,200425,EAST FALLOWFIELD TWP,1515,28.10,256010221,,,,,0,12,1841
CRAWFORD,200455,EAST MEAD TWP,1316,22.90,251239248,,,,,2,9,1898
CRAWFORD,200485,FAIRFIELD TWP,1011,19.30,231923179,,,,,1,10,1800
CRAWFORD,200515,GREENWOOD TWP,1424,36.40,251151171,,,,,3,8,1829
CRAWFORD,200545,HAYFIELD TWP,2775,38.80,256001681,,,,,4,15,1829
CRAWFORD,200573,HYDETOWN BORO,529,2.30,251443969,,,,,0,1,1868
CRAWFORD,200603,LINESVILLE BORO,962,0.80,256000401,,,,,5,1,1862
CRAWFORD,200632,MEADVILLE CITY,13050,4.40,256000867,Opional 3rd Class City Charter,CITY OF MEADVILLE,1968,,83,9,1866
CRAWFORD,200665,NORTH SHENANGO TWP,1272,18.80,251245910,,,,,3,9,1830
CRAWFORD,200695,OIL CREEK TWP,1702,32.20,256002372,,,,,3,12,1800
CRAWFORD,200725,PINE TWP,432,6.50,251538237,,,,,0,7,1845
CRAWFORD,200755,RANDOLPH TWP,1718,42.80,256002609,,,,,2,5,1824
CRAWFORD,200785,RICHMOND TWP,1350,36.70,251207159,,,,,2,12,1829
CRAWFORD,200815,ROCKDALE TWP,1363,36.00,251186679,,,,,0,10,1800
CRAWFORD,200845,ROME TWP,1991,41.30,256002674,,,,,2,8,1829
CRAWFORD,200875,SADSBURY TWP,2758,23.70,256011475,,,,,4,3,1800
CRAWFORD,200903,SAEGERTOWN BORO,871,1.50,251188665,,,,,3,5,1838
CRAWFORD,200935,SOUTH SHENANGO TWP,1831,26.60,251251246,,,,,3,8,1830
