COUNTY_NAME,textbox5,MUNICIPALITY_NAME,CENSUS_POPULATION,LAND_AREA,FEDERAL_EIN_CODE,HOME_RULE_CODE,HOME_RULE_NAME,HOME_RULE_YEAR,GOVERNMENTAL_FORM,EMPLOYEES_FULL_TIME,EMPLOYEES_PART_TIME,INCORPORATION_YEAR
ADAMS,010033,ABBOTTSTOWN BORO,1022,0.60,236050408,,,,,1,10,1835
ADAMS,010001,ADAMS COUNTY,103852,522.20,236003030,,,,,463,47,
ADAMS,010063,ARENDTSVILLE BORO,867,0.80,231603459,,,,,3,2,1896
ADAMS,010093,BENDERSVILLE BORO,736,0.50,237447802,,,,,0,19,1866
ADAMS,010125,BERWICK TWP,2403,7.70,232030284,,,,,4,0,1800
ADAMS,010153,BIGLERVILLE BORO,1225,0.70,232083930,,,,,5,16,
ADAMS,010183,BONNEAUVILLE BORO,1758,1.00,231940549,,,,,5,2,
ADAMS,010215,BUTLER TWP,2550,24.00,236005678,,,,,2,3,1840
ADAMS,010193,CARROLL VALLEY BORO,3940,5.40,231941394,,,,,14,2,
ADAMS,010245,CONEWAGO TWP,7875,10.40,231857656,,,,,20,11,1801
ADAMS,010275,CUMBERLAND TWP,7033,33.40,231637182,,,,,25,1,1800
ADAMS,010303,EAST BERLIN BORO,1542,0.70,231638686,,,,,4,0,1879
ADAMS,010333,FAIRFIELD BORO,526,0.70,232037223,,,,,0,12,1896
ADAMS,010365,FRANKLIN TWP,4676,68.10,236000335,,,,,7,1,
ADAMS,010395,FREEDOM TWP,825,14.00,232173367,,,,,0,3,1838
ADAMS,010425,GERMANY TWP,2844,10.90,232132477,,,,,0,16,
ADAMS,010453,GETTYSBURG BORO,7106,1.70,236002866,,,,,31,15,1806
ADAMS,010485,HAMILTON TWP,2714,13.50,231897816,,,,,3,6,1810
ADAMS,010515,HAMILTONBAN TWP,2300,39.20,236005168,,,,,4,7,1800
ADAMS,010545,HIGHLAND TWP,997,12.10,236555813,,,,,0,6,1863
ADAMS,010575,HUNTINGTON TWP,2395,25.10,232123707,,,,,1,19,1800
ADAMS,010605,LATIMORE TWP,2646,21.10,236050992,,,,,0,9,1807
ADAMS,010635,LIBERTY TWP,1376,16.20,232110946,,,,,2,10,1800
ADAMS,010663,LITTLESTOWN BORO,4782,1.50,236002885,,,,,19,10,1864
ADAMS,010693,MCSHERRYSTOWN BORO,3077,0.50,236003087,,,,,15,3,1882
ADAMS,010725,MENALLEN TWP,3701,42.70,236000420,,,,,2,5,1749
ADAMS,010755,MT JOY TWP,3789,26.00,232053021,,,,,4,2,
ADAMS,010785,MT PLEASANT TWP,4666,30.40,236000434,,,,,5,16,
ADAMS,010813,NEW OXFORD BORO,1868,0.60,236002910,,,,,2,11,1874
ADAMS,010845,OXFORD TWP,5936,9.50,231944081,,,,,5,5,1847
ADAMS,010875,READING TWP,5799,26.30,236000477,,,,,6,2,
ADAMS,010905,STRABAN TWP,4851,34.30,236000515,,,,,6,11,1746
ADAMS,010935,TYRONE TWP,2268,21.50,236000531,,,,,0,6,1749
ADAMS,010965,UNION TWP,3076,17.50,231955032,,,,,0,13,1841
ADAMS,010993,YORK SPRINGS BORO,683,0.20,236267244,,,,,2,0,1868
ALLEGHENY,020034,ALEPPO TWP,1825,1.80,251349583,,,,,3,1,1876
ALLEGHENY,020001,ALLEGHENY COUNTY,1250578,744.70,256001017,Home Rule,ALLEGHENY COUNTY,2000,,6560,122,
ALLEGHENY,020063,ASPINWALL BORO,2916,0.40,256000269,,,,,15,5,1892
ALLEGHENY,020093,AVALON BORO,4762,0.60,256000270,,,,,12,12,1874
ALLEGHENY,020123,BALDWIN BORO,21510,5.80,256004117,,,,,44,11,
ALLEGHENY,020154,BALDWIN TWP,1985,0.50,256000140,,,,,11,0,1844
ALLEGHENY,020183,BELL ACRES BORO,1505,5.40,251155526,,,,,10,5,
ALLEGHENY,020213,BELLEVUE BORO,8311,1.00,256000277,Home Rule,BOROUGH OF BELLEVUE,1976,,34,10,1867
ALLEGHENY,020243,BEN AVON BORO,1918,0.40,256000278,,,,,3,1,1892
ALLEGHENY,020273,BEN AVON HEIGHTS BORO,400,0.20,256009079,,,,,0,4,1891
ALLEGHENY,020303,BETHEL PARK BORO,33577,11.70,256000214,Home Rule,MUNICIPALITY OF BETHEL PARK,1978,,104,106,
ALLEGHENY,020333,BLAWNOX BORO,1454,0.30,256000283,,,,,7,8,
ALLEGHENY,020363,BRACKENRIDGE BORO,3240,0.50,256000285,,,,,20,1,
ALLEGHENY,020393,BRADDOCK BORO,1721,0.60,256000286,Home Rule,,2021,Council/Manager,3,17,1867
ALLEGHENY,020423,BRADDOCK HILLS BORO,1730,1.00,251121288,,,,,6,10,
ALLEGHENY,020453,BRADFORD WOODS BORO,1183,0.90,251153628,Home Rule,BOROUGH OF BRADFORD WOODS,1978,,1,2,
ALLEGHENY,020483,BRENTWOOD BORO,10082,1.50,256000287,,,,,30,18,
ALLEGHENY,020513,BRIDGEVILLE BORO,4804,1.10,256000288,,,,,17,2,
ALLEGHENY,020543,CARNEGIE BORO,8134,1.60,256000300,,,,,28,13,1894
ALLEGHENY,020573,CASTLE SHANNON BORO,8249,1.60,256000302,,,,,28,25,
ALLEGHENY,020603,CHALFANT BORO,748,0.20,251155034,,,,,0,11,
ALLEGHENY,020633,CHESWICK BORO,1672,0.50,256000306,,,,,0,17,
ALLEGHENY,020663,CHURCHILL BORO,3157,2.20,256000307,,,,,12,0,
ALLEGHENY,020692,CLAIRTON CITY,6181,2.80,256000852,Home Rule,MUNICIPALITY OF CLAIRTON,1990,,24,4,
ALLEGHENY,020724,COLLIER TWP,8935,13.90,256000936,,,,,45,14,1875
ALLEGHENY,020753,CORAOPOLIS BORO,5559,1.30,256000319,,,,,20,20,1886
ALLEGHENY,020783,CRAFTON BORO,6099,1.10,256000320,,,,,73,21,1894
ALLEGHENY,020814,CRESCENT TWP,2488,2.10,256001065,,,,,16,3,1855
ALLEGHENY,020843,DORMONT BORO,8244,0.80,256000328,,,,,39,27,1909
ALLEGHENY,020873,DRAVOSBURG BORO,1612,1.00,256000329,,,,,3,12,
ALLEGHENY,020902,DUQUESNE CITY,5254,1.80,256000856,,,,,34,1,1910
ALLEGHENY,020934,EAST DEER TWP,1490,2.30,256001171,,,,,3,3,1836
ALLEGHENY,020963,EAST MCKEESPORT BORO,2076,0.40,256000335,,,,,14,6,1895
ALLEGHENY,020993,EAST PITTSBURGH BORO,1927,0.40,256000336,,,,,3,6,1895
ALLEGHENY,021023,EDGEWOOD BORO,3145,0.60,256000341,,,,,16,10,1888
ALLEGHENY,021053,EDGEWORTH BORO,1669,1.50,256000342,,,,,11,12,1904
ALLEGHENY,021083,ELIZABETH BORO,1398,0.30,256000346,,,,,4,14,1834
ALLEGHENY,021114,ELIZABETH TWP,12982,22.80,256001232,,,,,41,7,1788
ALLEGHENY,021143,EMSWORTH BORO,2525,0.60,256000351,,,,,0,16,1897
ALLEGHENY,021173,ETNA BORO,3437,0.70,256000352,,,,,16,6,1898
ALLEGHENY,021205,FAWN TWP,2210,13.00,256001317,,,,,4,7,1958
ALLEGHENY,021235,FINDLAY TWP,6372,32.30,256001334,,,,,52,4,1822
ALLEGHENY,021263,FOREST HILLS BORO,6429,1.60,256000362,,,,,34,4,1920
ALLEGHENY,021295,FORWARD TWP,3070,19.00,256009688,,,,,7,2,1869
ALLEGHENY,021323,FOX CHAPEL BORO,5343,7.90,256000363,,,,,27,2,
ALLEGHENY,021353,FRANKLIN PARK BORO,15479,13.50,256004050,,,,,46,32,
ALLEGHENY,021385,FRAZER TWP,1161,9.30,256001506,,,,,5,8,1920
ALLEGHENY,021413,GLASSPORT BORO,4475,1.60,256000371,,,,,25,1,
ALLEGHENY,022493,GLEN OSBORNE BORO,590,0.40,256000432,,,,,0,0,
ALLEGHENY,021443,GLENFIELD BORO,212,0.80,256000373,,,,,0,2,1875
ALLEGHENY,021473,GREEN TREE BORO,4941,2.10,256000374,Home Rule,BOROUGH OF GREEN TREE,1975,,26,22,1885
ALLEGHENY,021505,HAMPTON TWP,18479,16.20,256001652,Home Rule,TOWNSHIP OF HAMPTON,1982,,66,37,1861
ALLEGHENY,021535,HARMAR TWP,3133,5.90,256001667,,,,,16,2,1875
ALLEGHENY,021564,HARRISON TWP,10157,7.40,256001675,,,,,26,7,1863
ALLEGHENY,021593,HAYSVILLE BORO,81,0.20,237292932,,,,,0,1,
ALLEGHENY,021623,HEIDELBERG BORO,1288,0.30,251183152,,,,,11,4,1893
ALLEGHENY,021653,HOMESTEAD BORO,2884,0.60,256000382,,,,,27,5,1880
ALLEGHENY,021685,INDIANA TWP,7254,17.60,256001803,Optional Plan,INDIANA TOWNSHIP,1976,,22,7,1805
ALLEGHENY,021713,INGRAM BORO,3391,0.40,256000388,,,,,8,5,1902
ALLEGHENY,021743,JEFFERSON HILLS BORO,12424,16.50,256003197,,,,Council/Manager,46,2,1950
ALLEGHENY,021774,KENNEDY TWP,8701,5.50,256004014,,,,,28,2,1903
ALLEGHENY,021805,KILBUCK TWP,773,2.50,256001913,,,,,0,0,1869
ALLEGHENY,021834,LEET TWP,1624,1.50,251120638,,,,,9,5,1869
ALLEGHENY,021863,LEETSDALE BORO,1162,1.00,256000397,,,,,10,10,1904
ALLEGHENY,021893,LIBERTY BORO,2355,1.40,256000398,,,,,5,21,
ALLEGHENY,021923,LINCOLN BORO,932,4.80,256002003,,,,,3,18,
ALLEGHENY,021955,MARSHALL TWP,10080,15.50,256002061,,,,,22,1,1863
ALLEGHENY,021984,MCCANDLESS TWP,29698,16.50,256002074,Home Rule,TOWN OF MCCANDLESS,1975,,82,1,1851
ALLEGHENY,021993,MCDONALD BORO,396,0.20,256000406,,,,,6,15,
ALLEGHENY,022013,MCKEES ROCKS BORO,5920,1.10,256000407,,,,,20,16,1892
ALLEGHENY,022042,MCKEESPORT CITY,17727,5.00,256000866,Home Rule,CITY OF MCKEESPORT,1976,,108,37,1891
ALLEGHENY,022073,MILLVALE BORO,3376,0.60,256000411,,,,,19,10,1868
ALLEGHENY,022103,MONROEVILLE BORO,28640,19.70,256004094,Home Rule,MUNICIPALITY OF MONROEVILLE,1976,,164,35,
ALLEGHENY,022135,MOON TWP,27240,23.90,256002189,,,,,86,7,1790
ALLEGHENY,022193,MOUNT OLIVER BORO,3394,0.30,256000414,,,,,24,0,1892
ALLEGHENY,022164,MT LEBANON TWP,34075,6.10,256002218,Home Rule,MT. LEBANON,1975,,147,147,
ALLEGHENY,022223,MUNHALL BORO,10774,2.30,256000416,,,,,42,20,
ALLEGHENY,022254,NEVILLE TWP,1108,1.50,256002263,,,,,12,1,1865
ALLEGHENY,022283,NORTH BRADDOCK BORO,4320,1.50,256000424,,,,,10,19,1897
ALLEGHENY,022315,NORTH FAYETTE TWP,16167,25.20,256002320,,,,,56,26,1842
ALLEGHENY,022344,NORTH VERSAILLES TWP,10074,8.00,256002343,,,,,41,5,1869
ALLEGHENY,022373,OAKDALE BORO,1475,0.50,256000429,,,,,4,12,1872
ALLEGHENY,022403,OAKMONT BORO,6758,1.60,256000430,,,,,21,27,1889
ALLEGHENY,022434,OHARA TWP,9284,7.00,256002362,Home Rule,TOWNSHIP OF OHARA,1976,,39,0,
ALLEGHENY,022465,OHIO TWP,7178,6.90,256004092,,,,,40,11,1796
ALLEGHENY,022524,PENN HILLS TWP,41059,19.10,256002419,Home Rule,MUNICIPALITY OF PENN HILLS,1976,,140,52,
ALLEGHENY,022533,PENNSBURY VILLAGE BORO,677,0.10,251338784,,,,,0,11,
ALLEGHENY,022555,PINE TWP,14691,17.00,256004148,Home Rule,PINE TOWNSHIP,1992,,25,34,1796
ALLEGHENY,022583,PITCAIRN BORO,3101,0.50,256000437,,,,,13,25,1891
ALLEGHENY,022612,PITTSBURGH CITY,302971,55.40,256000879,Home Rule,CITY OF PITTSBURGH,1976,,3098,149,1816
ALLEGHENY,022643,PLEASANT HILLS BORO,8504,2.80,256000438,,,,,43,25,
ALLEGHENY,022673,PLUM BORO,27144,28.60,256002548,,,,,73,12,
ALLEGHENY,022703,PORT VUE BORO,3680,1.10,256000444,,,,,7,22,1892
ALLEGHENY,022733,RANKIN BORO,1896,0.40,256000448,,,,,4,5,1892
ALLEGHENY,022764,RESERVE TWP,3255,2.10,256002632,,,,,11,9,1835
ALLEGHENY,022795,RICHLAND TWP,11942,14.60,256002640,Home Rule,TOWNSHIP OF RICHLAND,1976,,15,0,1862
ALLEGHENY,022824,ROBINSON TWP,15503,14.90,256002657,,,,,54,2,1799
ALLEGHENY,022854,ROSS TWP,33567,14.50,256000256,,,,,92,8,1809
ALLEGHENY,022883,ROSSLYN FARMS BORO,441,0.60,256000453,,,,,2,1,
ALLEGHENY,022914,SCOTT TWP,17649,3.90,256002931,,,,,48,1,1861
ALLEGHENY,022943,SEWICKLEY BORO,3907,1.00,256000460,,,,,27,22,1853
ALLEGHENY,022973,SEWICKLEY HEIGHTS BORO,857,7.30,256000461,,,,,9,3,
ALLEGHENY,023003,SEWICKLEY HILLS BORO,689,2.50,251827912,,,,,0,1,
ALLEGHENY,023034,SHALER TWP,28132,11.10,256002973,,,,,64,3,1847
ALLEGHENY,023063,SHARPSBURG BORO,3187,0.50,256000462,,,,,12,4,1842
ALLEGHENY,023094,SOUTH FAYETTE TWP,18358,20.40,256003052,,,,,59,1,1842
ALLEGHENY,023125,SOUTH PARK TWP,13727,9.30,256003027,,,,,37,13,1845
ALLEGHENY,023154,SOUTH VERSAILLES TWP,310,0.90,251219946,,,,,0,9,1869
ALLEGHENY,023183,SPRINGDALE BORO,3400,0.90,256000474,,,,,14,1,
ALLEGHENY,023214,SPRINGDALE TWP,1540,2.30,256009438,,,,,4,3,1875
ALLEGHENY,023244,STOWE TWP,6426,2.00,256003122,,,,,20,7,1869
ALLEGHENY,023273,SWISSVALE BORO,8624,1.20,256000479,,,,,44,19,1898
ALLEGHENY,023303,TARENTUM BORO,4352,1.20,256000482,,,,,27,5,1842
ALLEGHENY,023333,THORNBURG BORO,466,0.40,256000483,,,,,2,1,
ALLEGHENY,023353,TRAFFORD BORO,90,0.20,256000488,,,,,9,11,
ALLEGHENY,023363,TURTLE CREEK BORO,5114,1.00,256000489,,,,,11,11,1892
ALLEGHENY,023394,UPPER ST CLAIR TWP,21160,9.80,256010611,Home Rule,TOWNSHIP OF UPPER ST. CLAIR,1976,,111,179,1806
ALLEGHENY,023423,VERONA BORO,2492,0.50,256000493,,,,,8,5,1871
ALLEGHENY,023453,VERSAILLES BORO,1476,0.50,256000494,,,,,3,16,1892
ALLEGHENY,023483,WALL BORO,519,0.40,251329138,,,,,2,1,
ALLEGHENY,023515,WEST DEER TWP,12262,28.90,256003437,Home Rule,TOWNSHIP OF WEST DEER,1976,,28,6,1836
ALLEGHENY,023543,WEST ELIZABETH BORO,403,0.20,251264046,,,,,0,10,1848
ALLEGHENY,023573,WEST HOMESTEAD BORO,1872,0.90,256000502,,,,,17,15,1900
ALLEGHENY,023603,WEST MIFFLIN BORO,19589,14.20,256000505,,,,,97,23,
ALLEGHENY,023633,WEST VIEW BORO,6685,1.00,256000509,,,,,19,22,
ALLEGHENY,023663,WHITAKER BORO,1179,0.30,251116400,,,,,0,9,1906
ALLEGHENY,023693,WHITE OAK BORO,7630,6.60,256000513,,,,,25,2,1898
ALLEGHENY,023723,WHITEHALL BORO,15064,3.30,256000514,Home Rule,BOROUGH OF WHITEHALL,1975,,41,4,
ALLEGHENY,023754,WILKINS TWP,6350,2.70,256003523,,,,,25,9,1821
ALLEGHENY,023783,WILKINSBURG BORO,14349,2.30,256000515,,,,,64,4,1887
ALLEGHENY,023813,WILMERDING BORO,1781,0.40,256000516,,,,,3,12,1890
ARMSTRONG,030033,APOLLO BORO,1615,0.30,251250743,,,,,4,3,1848
ARMSTRONG,030063,APPLEWOLD BORO,334,0.10,256000268,,,,,0,2,1899
ARMSTRONG,030001,ARMSTRONG COUNTY,65558,663.70,256001018,,,,,367,134,
ARMSTRONG,030093,ATWOOD BORO,112,2.10,300426534,,,,,0,0,1884
ARMSTRONG,030125,BETHEL TWP,1098,15.30,251181485,,,,,2,1,1878
ARMSTRONG,030155,BOGGS TWP,817,24.60,256004236,,,,,0,8,1878
ARMSTRONG,030185,BRADYS BEND TWP,784,12.60,256000568,,,,,0,6,1845
ARMSTRONG,030215,BURRELL TWP,656,21.50,256011922,,,,,1,6,1855
ARMSTRONG,030245,CADOGAN TWP,345,1.00,256004160,,,,,2,11,1922
ARMSTRONG,030275,COWANSHANNOCK TWP,2741,45.70,256001049,,,,,5,5,1848
ARMSTRONG,030303,DAYTON BORO,549,0.40,256004008,,,,,2,11,1873
ARMSTRONG,030335,EAST FRANKLIN TWP,3816,30.90,256003713,,,,,7,17,1868
ARMSTRONG,030363,ELDERTON BORO,334,0.30,251220206,,,,,0,3,1859
ARMSTRONG,030393,FORD CITY BORO,2859,0.60,256000361,,,,,15,4,1889
ARMSTRONG,030423,FORD CLIFF BORO,361,0.10,251315589,,,,,0,3,
ARMSTRONG,030453,FREEPORT BORO,1736,1.30,256000367,,,,,5,14,1833
ARMSTRONG,030485,GILPIN TWP,2411,16.50,256001552,,,,,2,1,1878
ARMSTRONG,030515,HOVEY TWP,74,2.20,251342501,,,,,0,4,1870
ARMSTRONG,030545,KISKIMINETAS TWP,4605,40.70,256001921,,,,,11,1,1831
ARMSTRONG,030573,KITTANNING BORO,3921,1.00,256000392,,,,,19,7,1821
ARMSTRONG,030605,KITTANNING TWP,2035,30.70,251100781,,,,,3,7,1807
ARMSTRONG,030633,LEECHBURG BORO,2149,0.40,256000396,,,,,6,11,1850
ARMSTRONG,030665,MADISON TWP,824,30.00,256004268,,,,,2,8,1837
ARMSTRONG,030695,MAHONING TWP,1404,24.80,256011928,,,,,4,4,1851
ARMSTRONG,030725,MANOR TWP,4179,16.60,256002049,,,,,11,9,1849
ARMSTRONG,030753,MANORVILLE BORO,382,0.10,251253444,,,,,0,3,1866
ARMSTRONG,030783,NORTH APOLLO BORO,1252,0.50,256000422,,,,,1,7,
ARMSTRONG,030815,NORTH BUFFALO TWP,2699,24.70,256011065,,,,,4,6,1847
ARMSTRONG,030842,PARKER CITY,695,1.00,256000878,,,,,1,2,1873
ARMSTRONG,030875,PARKS TWP,2472,14.00,251200826,,,,,5,3,1878
ARMSTRONG,030905,PERRY TWP,373,15.00,251102705,,,,,2,1,1845
ARMSTRONG,030935,PINE TWP,351,4.30,251382542,,,,,0,11,1836
ARMSTRONG,030965,PLUMCREEK TWP,2112,42.40,251214240,,,,,4,2,1810
ARMSTRONG,030995,RAYBURN TWP,1775,11.90,251838690,,,,,0,6,1890
ARMSTRONG,031025,REDBANK TWP,974,32.30,256002623,,,,,0,6,1806
ARMSTRONG,031053,RURAL VALLEY BORO,826,2.10,256000455,,,,,1,3,
ARMSTRONG,031085,SOUTH BEND TWP,1006,22.50,251253578,,,,,2,1,1867
ARMSTRONG,031113,SOUTH BETHLEHEM BORO,489,0.20,251397886,,,,,0,4,1874
ARMSTRONG,031145,SOUTH BUFFALO TWP,2709,27.00,251196312,,,,,9,1,1847
ARMSTRONG,031175,SUGARCREEK TWP,1350,26.70,256003133,,,,,1,2,1806
ARMSTRONG,031205,VALLEY TWP,656,14.70,251335599,,,,,0,4,1855
ARMSTRONG,031235,WASHINGTON TWP,895,22.50,251186680,,,,,2,1,1858
ARMSTRONG,031265,WAYNE TWP,1296,44.70,256003416,,,,,2,2,1821
ARMSTRONG,031295,WEST FRANKLIN TWP,1701,26.10,256003443,,,,,2,4,1868
ARMSTRONG,031323,WEST KITTANNING BORO,1192,0.40,256011478,,,,,0,8,
ARMSTRONG,031353,WORTHINGTON BORO,594,0.70,251319615,,,,,0,4,1855
BEAVER,040032,ALIQUIPPA CITY,9238,4.20,256000263,,,,,37,11,1894
BEAVER,040063,AMBRIDGE BORO,6972,1.50,256000266,,,,,25,16,1905
BEAVER,040093,BADEN BORO,3904,2.30,256000272,,,,,10,9,1868
BEAVER,040123,BEAVER BORO,4438,0.90,256000274,,,,,25,20,1802
BEAVER,040001,BEAVER COUNTY,168215,444.10,256001019,,,,,645,74,
BEAVER,040152,BEAVER FALLS CITY,9005,2.10,256000848,Home Rule,,2022,Commission,55,5,1930
BEAVER,040183,BIG BEAVER BORO,1852,17.80,256008778,,,,,5,2,1858
BEAVER,040243,BRIDGEWATER BORO,745,0.60,256000289,,,,,3,6,1835
BEAVER,040275,BRIGHTON TWP,8790,19.40,256008137,,,,,21,10,1816
BEAVER,040305,CENTER TWP,11648,15.10,256000760,,,,,31,10,1910
BEAVER,040335,CHIPPEWA TWP,8042,15.70,256000819,,,,,20,6,1816
BEAVER,040363,CONWAY BORO,2168,1.30,256000318,,,,,9,14,
BEAVER,040393,DARLINGTON BORO,249,0.10,251467615,,,,,0,1,1820
BEAVER,040425,DARLINGTON TWP,1818,22.00,256001094,,,,,5,11,1847
BEAVER,040455,DAUGHERTY TWP,3078,9.90,256001096,,,,,3,3,1894
BEAVER,040483,EAST ROCHESTER BORO,565,0.40,256000337,,,,,1,8,
BEAVER,040513,EASTVALE BORO,184,0.10,251236763,,,,,0,3,1892
BEAVER,040543,ECONOMY BORO,9098,17.90,256001202,,,,,24,11,
BEAVER,040553,ELLWOOD CITY BORO,610,0.30,256000348,,,,,,,
BEAVER,040573,FALLSTON BORO,259,0.50,256000357,,,,,0,12,1829
BEAVER,040603,FRANKFORT SPRINGS BORO,116,0.30,251609677,,,,,0,0,1844
BEAVER,040635,FRANKLIN TWP,3882,17.70,256001494,,,,,8,6,1850
BEAVER,040663,FREEDOM BORO,1496,0.60,256000366,,,,,3,1,1838
BEAVER,040693,GEORGETOWN BORO,208,0.20,251328888,,,,,5,0,1850
BEAVER,040723,GLASGOW BORO,71,0.10,251328888,,,,,0,1,1854
BEAVER,040755,GREENE TWP,2187,25.00,251128632,,,,,5,7,1812
BEAVER,040785,HANOVER TWP,3343,44.90,256001656,,,,,6,2,1786
BEAVER,040814,HARMONY TWP,3187,2.90,256001671,,,,,11,9,1851
BEAVER,040843,HOMEWOOD BORO,104,0.20,251425924,,,,,0,3,1910
BEAVER,040873,HOOKSTOWN BORO,129,0.10,251332869,,,,,0,1,1843
BEAVER,040904,HOPEWELL TWP,13495,16.80,256001754,,,,,43,27,1812
BEAVER,040935,INDEPENDENCE TWP,2248,23.20,256001791,,,,,7,1,1848
BEAVER,040963,INDUSTRY BORO,1838,10.10,251210216,,,,,0,0,1858
BEAVER,040993,KOPPEL BORO,712,0.50,256000394,,,,,2,14,1910
BEAVER,041025,MARION TWP,798,10.30,251184002,,,,,2,15,1845
BEAVER,041053,MIDLAND BORO,2433,1.80,256000410,,,,,7,7,1905
BEAVER,041083,MONACA BORO,5625,2.00,256000412,,,,,25,12,1840
BEAVER,041113,NEW BRIGHTON BORO,5729,1.00,256000419,,,,,23,35,1838
BEAVER,041143,NEW GALILEE BORO,330,0.30,256154604,,,,,0,11,1868
BEAVER,041175,NEW SEWICKLEY TWP,7183,32.70,256002292,,,,,22,5,1801
BEAVER,041205,NORTH SEWICKLEY TWP,5495,20.80,256002334,,,,,9,19,1801
BEAVER,041233,OHIOVILLE BORO,3349,23.30,251102517,,,,,8,7,
BEAVER,041263,PATTERSON HEIGHTS BORO,639,0.20,256000434,,,,,2,1,1899
BEAVER,041294,PATTERSON TWP,3129,1.60,256007352,,,,,9,26,1845
BEAVER,041325,POTTER TWP,520,6.50,256002569,,,,,2,3,1910
BEAVER,041355,PULASKI TWP,1300,0.70,256002592,,,,,1,5,1854
BEAVER,041385,RACCOON TWP,2793,18.80,251115274,,,,,6,4,1833
BEAVER,041413,ROCHESTER BORO,3472,0.60,256000451,,,,,12,12,1849
BEAVER,041444,ROCHESTER TWP,2711,3.90,256002664,,,,,13,9,1840
BEAVER,041473,SHIPPINGPORT BORO,160,3.30,251220266,,,,,5,4,1910
BEAVER,041505,SOUTH BEAVER TWP,2680,29.70,256003047,,,,,8,7,1800
BEAVER,041533,SOUTH HEIGHTS BORO,384,0.30,256008559,,,,,0,12,
BEAVER,041554,VANPORT TWP,1295,0.90,251126554,,,,,2,8,
BEAVER,041563,WEST MAYFIELD BORO,1195,0.80,256000503,,,,,2,12,1923
BEAVER,041595,WHITE TWP,1316,0.70,251158364,,,,,2,5,1887
BEDFORD,050033,BEDFORD BORO,2865,1.10,236002977,,,,,18,6,1768
BEDFORD,050001,BEDFORD COUNTY,47577,1017.50,236003028,,,,,205,16,
BEDFORD,050065,BEDFORD TWP,5105,68.10,236000245,,,,,12,1,1768
BEDFORD,050095,BLOOMFIELD TWP,1041,19.40,251414488,,,,,0,3,1876
BEDFORD,050125,BROAD TOP TWP,1441,48.20,236000259,,,,,11,7,1838
BEDFORD,050153,COALDALE BORO,126,0.00,251456371,,,,,0,0,1865
BEDFORD,050185,COLERAIN TWP,1132,41.90,251256292,,,,,0,10,
BEDFORD,050215,CUMBERLAND VALLEY TWP,1454,59.70,251359122,,,,,1,2,
BEDFORD,050245,EAST PROVIDENCE TWP,1760,50.40,236000318,,,,,2,1,1844
BEDFORD,050275,EAST ST CLAIR TWP,2908,33.90,251244736,,,,,4,1,1875
BEDFORD,050303,EVERETT BORO,1765,1.00,236002986,,,,,13,2,1860
BEDFORD,050335,HARRISON TWP,932,37.10,251187451,,,,,0,11,1840
BEDFORD,050363,HOPEWELL BORO,189,0.10,237355848,,,,,0,5,1895
BEDFORD,050395,HOPEWELL TWP,1889,34.20,232270948,,,,,5,1,1773
BEDFORD,050423,HYNDMAN BORO,863,0.50,231615955,,,,,2,2,1877
BEDFORD,050455,JUNIATA TWP,898,47.40,231610806,,,,,0,12,1853
BEDFORD,050485,KIMMEL TWP,1525,20.20,251370627,,,,,0,6,1889
BEDFORD,050515,KING TWP,1181,15.70,251261347,,,,,0,10,1876
BEDFORD,050545,LIBERTY TWP,1382,26.20,251231386,,,,,0,8,1845
BEDFORD,050575,LINCOLN TWP,390,16.30,251307562,,,,,0,10,1899
BEDFORD,050605,LONDONDERRY TWP,1637,54.80,251356440,,,,,6,6,1785
BEDFORD,050635,MANN TWP,507,35.70,251154046,,,,,0,4,1876
BEDFORD,050663,MANNS CHOICE BORO,316,0.50,251899561,,,,,0,7,1886
BEDFORD,050695,MONROE TWP,1393,87.60,236000430,,,,,2,1,1840
BEDFORD,050725,NAPIER TWP,2031,57.80,251339508,,,,,5,0,1812
BEDFORD,050753,NEW PARIS BORO,192,0.10,251458860,,,,,0,0,1877
BEDFORD,050775,PAVIA TWP,286,22.10,251415707,,,,,0,6,
BEDFORD,050783,PLEASANTVILLE BORO,191,0.10,251453473,,,,,0,1,1871
BEDFORD,050813,RAINSBURG BORO,141,0.20,237345258,,,,,0,2,1856
BEDFORD,050843,SAXTON BORO,726,0.40,236005275,,,,,8,0,1867
BEDFORD,050873,SCHELLSBURG BORO,330,0.30,251234404,,,,,0,2,1838
BEDFORD,050905,SNAKE SPRING TWP,1770,26.10,251341514,,,,,4,0,1857
BEDFORD,050935,SOUTH WOODBURY TWP,2083,33.70,236000505,,,,,0,11,1838
BEDFORD,050965,SOUTHAMPTON TWP,847,80.20,236005306,,,,,1,5,1799
BEDFORD,050993,ST CLAIRSVILLE BORO,76,0.00,251463175,,,,,0,0,1867
BEDFORD,051055,WEST PROVIDENCE TWP,3082,38.20,236005457,,,,,4,2,1844
BEDFORD,051085,WEST ST CLAIR TWP,1658,29.90,251198311,,,,,3,8,1875
BEDFORD,051113,WOODBURY BORO,286,0.10,251540625,,,,,0,4,1868
BEDFORD,051145,WOODBURY TWP,1179,23.40,236000609,,,,,0,18,1785
BERKS,060035,ALBANY TWP,1660,39.80,231631685,,,,,2,1,1752
BERKS,060065,ALSACE TWP,3834,12.20,236000238,,,,,7,1,1744
